Amount,TranNo,Status,Department,Fiscal Year,Month,RedFlag
0.06273711696778515,E217762,Paid_UnReconciled,Finance,2018,Sep,0
19.670826352310886,C577522,Paid_Reconciled,R&D,2015,Mar,0
7.611106078789826,:,Paid_Reconciled,R&D,2015,Aug,0
3.6047240328959695,C084576,Paid_Reconciled,Finance,2015,Sep,0
100.6010839415025,C747182,Paid_Reconciled,Production,2019,Oct,1
5.614597331600271,C065694,Paid_UnReconciled,Marketing,2010,May,0
6.685927283113806,A733964,Paid_UnReconciled,Finance,2015,Apr,0
66.41495472953882,A018412,Paid_Reconciled,Purchasing,2017,Nov,1
0.364013798362403,C037506,Paid_UnReconciled,Marketing,2015,Dec,0
28.868340103095168,C332013,Paid_Reconciled,Finance,2016,Nov,0
207.07139584825688,E716540,Paid_UnReconciled,Marketing,2010,Jan,1
96.74610630157049,C784249,Paid_Reconciled,Finance,2013,Apr,1
4.92334940836338,C172751,Paid_UnReconciled,Marketing,2013,Nov,0
0.2798005450433497,C535247,Paid_Reconciled,Purchasing,2016,Aug,0
217.45205663714393,C685272,Paid_Reconciled,Finance,2018,Jan,1
27.074829550689643,C062919,Paid_Reconciled,R&D,2011,Apr,0
1.456757695633287,E480484,Paid_Reconciled,Marketing,2012,Sep,0
27.636753090566664,C084711,Paid_Reconciled,Finance,2012,Aug,0
0.7107361681971307,C107263,Paid_Reconciled,Finance,2011,Jan,0
2.8721479480574583,C922191,Paid_UnReconciled,Marketing,:,Apr,0
440.63526062481424,E178911,Paid_Reconciled,Production,2014,Nov,1
5.6094524342940355,E353375,Paid_Reconciled,Marketing,2018,Aug,0
1.4089679083316011,E321353,Paid_UnReconciled,R&D,2010,Sep,0
3.3637856456136985,C781314,Paid_UnReconciled,Marketing,2010,Jul,0
3.250720373472019,E585404,Paid_UnReconciled,Purchasing,2011,Oct,0
5.026148582250047,C334920,Paid_UnReconciled,Purchasing,2010,Apr,0
18.48686490866826,C511593,Paid_UnReconciled,Marketing,2019,Jan,1
63.14482036824556,A092919,Paid_UnReconciled,Marketing,2016,Dec,1
8.815842938939092,C843489,Paid_Reconciled,Finance,2019,Nov,0
4.058094510771935,C769970,Paid_Reconciled,Finance,2010,Oct,0
26.019677781881626,E638267,Paid_UnReconciled,Marketing,2012,Apr,0
5.753216561274273,E113452,Paid_UnReconciled,Finance,2017,Apr,0
24.193453588949666,E532830,Paid_UnReconciled,Finance,2011,Sep,0
0.9514303886745333,C001322,Paid_Reconciled,Production,2013,Nov,0
7.762860754532483,E683890,Paid_UnReconciled,Finance,2017,Jun,0
2.3291085200802724,C559697,Paid_UnReconciled,Finance,2019,May,0
1.490405331224036,C692441,Paid_Reconciled,:,2017,Jan,0
3.353741282901503,E758113,Paid_Reconciled,Purchasing,2015,Jan,0
0.41968642238029696,C800804,Paid_Reconciled,Finance,2017,Jun,0
18.59801647451874,E328381,:,R&D,2010,Apr,0
256.8654113453323,E681992,Paid_Reconciled,Finance,2013,Mar,1
0.6956270394914597,C859226,Paid_Reconciled,Marketing,2015,Sep,0
368.0340670761698,E703157,Paid_UnReconciled,Production,2015,Mar,1
0.7021315117591003,E454700,Paid_UnReconciled,Finance,2015,Jun,0
41.21713030052774,E528360,Paid_Reconciled,Finance,2011,Apr,0
45.15695813070529,C166421,Paid_Reconciled,Finance,2015,Aug,0
0.24489440286665318,A839384,Paid_Reconciled,Marketing,2013,Oct,0
1.233982019680333,E635544,Paid_Reconciled,Finance,2015,Nov,0
0.9152408208829477,E435284,Paid_Reconciled,Marketing,2016,Jan,0
1.9790877811937628,E500902,Paid_UnReconciled,R&D,2016,Oct,0
2.7212255731502326,C874748,Paid_Reconciled,Purchasing,2019,Apr,0
0.23337063215088616,:,Paid_UnReconciled,Marketing,2012,Jun,0
0.3622617069244139,C467593,Paid_Reconciled,Finance,2013,Aug,0
2.367175303406894,C920882,Paid_Reconciled,Finance,2016,May,0
0.6221255030790964,E662085,Paid_Reconciled,Finance,2011,Sep,0
3.386332108417918,C650647,Paid_Reconciled,Marketing,2013,Apr,0
3.6764540061335014,E253270,Paid_UnReconciled,Finance,2012,Apr,0
64.73789863018274,A705256,Paid_Reconciled,Marketing,2019,Jun,1
9.566107876606663,E367098,Paid_Reconciled,Purchasing,2018,Apr,0
12.009448104031996,E377376,Paid_UnReconciled,Finance,2010,Nov,0
161.1130097476671,A690278,Paid_Reconciled,Marketing,2019,Apr,1
10.973451805788397,E556081,Paid_UnReconciled,Finance,2012,Apr,0
1.010270933270667,A454535,Paid_Reconciled,Finance,2017,Jun,0
604.9229912774819,C175859,Paid_UnReconciled,Finance,2010,Sep,1
5.682191927463128,:,Paid_Reconciled,Production,2016,Mar,0
692.0809711346557,C666157,Paid_UnReconciled,Purchasing,2011,Nov,1
6.091632047313652,:,Paid_Reconciled,Purchasing,2018,Apr,0
10.901215227820927,E994281,Paid_Reconciled,Marketing,2012,Sep,0
39.86765109293148,C808065,Paid_UnReconciled,Finance,2018,May,0
1.5431964542940024,C650417,Paid_Reconciled,Purchasing,2012,Apr,0
5.704506308327249,C553274,Paid_Reconciled,R&D,2016,May,0
0.19202573172500997,C740468,Paid_UnReconciled,Finance,2010,Sep,0
1.3322217463639845,C484828,Paid_Reconciled,Marketing,2017,Apr,0
0.20047728689350858,C648950,Paid_Reconciled,Finance,2014,Aug,0
1.070112098753019,C503073,Paid_Reconciled,Marketing,2016,Jan,0
3.1782863590497374,C120225,Paid_Reconciled,Finance,2016,Apr,0
6.088651615424663,C311143,Paid_Reconciled,Finance,2011,Nov,0
1.1638404561596998,A656980,Paid_Reconciled,Finance,2013,Sep,0
10.131814487422655,C156971,Paid_Reconciled,Production,2012,Sep,0
0.46732098289707313,C513397,Paid_Reconciled,Production,2011,Jul,0
76.79479764846792,C313851,Paid_Reconciled,Finance,2010,Mar,1
29.48123868148402,C592793,Paid_UnReconciled,Finance,2014,Aug,0
0.7126326002506445,A879152,Paid_Reconciled,Finance,2015,Apr,0
0.27315659444329066,E659657,Paid_UnReconciled,Marketing,2017,Sep,0
34.44393310931356,C864687,Paid_Reconciled,Finance,2016,Sep,0
138.90814368963441,:,Paid_UnReconciled,Finance,2010,Sep,1
11.86119478852121,E391610,Paid_Reconciled,Finance,2014,Apr,0
6.295833745097546,C164852,Paid_UnReconciled,Marketing,2015,Aug,0
0.9882418640538897,C232370,Paid_Reconciled,R&D,2016,Apr,0
4.239838004108981,A990847,Paid_UnReconciled,Marketing,2010,Jul,0
559.6683409386112,C733481,Paid_Reconciled,Production,2012,Mar,1
0.4887368175998483,E033623,Paid_UnReconciled,Purchasing,2015,Apr,0
2.1556523563354513,E864136,Paid_Reconciled,Purchasing,2015,Sep,0
218.0805585143477,E690372,Paid_Reconciled,Finance,2010,Oct,1
2.81070515097533,E286428,Paid_Reconciled,Marketing,2012,Apr,0
1.0834237578823256,C430802,Paid_Reconciled,R&D,2014,Sep,0
9.315572956991558,E058538,Paid_UnReconciled,Finance,2012,Apr,0
28.69276447573793,E516860,Paid_UnReconciled,Finance,2012,Feb,0
31.67126024599288,E928309,Paid_Reconciled,Purchasing,2010,Aug,0
20.2222761364811,C759964,Paid_UnReconciled,Finance,2019,Aug,0
1.237947092422992,C687333,Paid_Reconciled,Marketing,2018,Jul,0
4.328692570777233,C628188,Paid_UnReconciled,Finance,2017,Mar,0
84.62909123722183,E964507,Paid_Reconciled,Purchasing,2018,Sep,1
20.9470536789808,E726176,Paid_Reconciled,Finance,2011,Sep,0
24.46268331525397,E180044,Paid_UnReconciled,Finance,2018,Feb,0
24.17333827044914,C467644,Paid_Reconciled,Marketing,2014,Apr,0
12.627954231526129,A823711,Paid_Reconciled,Marketing,2018,Sep,0
122.35286745373215,C301759,Paid_Reconciled,Purchasing,2018,Sep,1
1.1886170126247297,C950441,Paid_Reconciled,Finance,2010,Aug,0
103.80691529124181,A483556,Paid_Reconciled,Finance,2018,May,1
8.402750805268708,E579998,Paid_Reconciled,Finance,2017,Sep,0
1.3637884410315813,C787681,Paid_UnReconciled,Marketing,2010,Oct,0
7.754463790797463,C391761,Paid_Reconciled,Finance,2017,Jan,0
0.12040363870901268,C287389,Paid_UnReconciled,Finance,2012,Oct,0
0.6013733882468912,C841570,Paid_UnReconciled,Purchasing,2012,Jun,1
39.01970029997674,C102050,Paid_Reconciled,Production,2016,Mar,0
5.0898135535895515,E174726,Paid_Reconciled,Finance,2011,Sep,0
0.413033840663543,C497713,Paid_Reconciled,Finance,2018,Jul,0
27.07128959059417,C378294,Paid_Reconciled,Finance,2013,May,0
2.339242881033106,C571666,Paid_Reconciled,Finance,2013,May,0
19.6849561748681,C789174,Paid_Reconciled,R&D,2012,Jan,0
2.7275490597748577,E066395,Paid_UnReconciled,Purchasing,2017,Sep,0
2.172702415349766,E474674,Paid_UnReconciled,R&D,2012,Sep,0
64.9143973478258,E026970,Paid_UnReconciled,Purchasing,2012,Apr,1
2.662175958489113,E445884,Paid_Reconciled,Finance,2014,May,0
33.29762210297048,A968617,Paid_Reconciled,Marketing,2013,Mar,0
1.424674522276404,C348883,Paid_Reconciled,Marketing,2017,Mar,0
11.308384850675866,E920391,Paid_UnReconciled,Finance,2010,Sep,0
4.7009628251913895,C048074,Paid_UnReconciled,Production,2012,Aug,0
32.34727932699069,C785875,Paid_UnReconciled,Finance,2019,Sep,0
3.7196227130866015,E034020,Paid_Reconciled,Finance,2010,May,0
1.498535452448799,E721287,Paid_Reconciled,Marketing,2017,Sep,0
0.10388518036104005,E921051,Paid_Reconciled,Finance,2013,Aug,0
22.545612236138638,C357023,Paid_Reconciled,R&D,2011,Oct,0
66.04431494479435,C796581,Paid_UnReconciled,R&D,2019,Sep,1
29.679053205905635,:,Paid_Reconciled,Finance,2016,Sep,0
1.9891113987694509,C908368,Paid_Reconciled,Marketing,2016,Jul,0
3.413851054012519,E402673,Paid_Reconciled,Finance,2014,Jun,0
33.6285991415034,E640836,Paid_UnReconciled,Finance,2013,Apr,0
0.8000476407401098,C201279,Paid_Reconciled,Finance,2016,Sep,0
0.15159426151046912,C922507,Paid_Reconciled,Finance,2013,Apr,0
57.92878940663063,C803015,Paid_Reconciled,Marketing,2012,Aug,1
50.41664642990534,E379541,Paid_Reconciled,Marketing,2018,Jul,0
7.382038456523245,:,Paid_Reconciled,Finance,2016,Jul,0
0.3529688023573011,E704431,Paid_Reconciled,Finance,2010,Jan,0
0.32701280041158987,E321536,Paid_UnReconciled,Finance,2018,Jun,0
1.5518206788218094,C683793,:,Purchasing,2016,Sep,0
0.3039267670615163,E570986,Paid_Reconciled,Purchasing,2011,Jan,0
214.34112891203486,E206966,Paid_UnReconciled,Finance,2018,May,1
66.72387541845833,C169511,Paid_Reconciled,R&D,2016,Oct,1
1.9036932257551464,E442771,Paid_Reconciled,Purchasing,2015,Jul,0
3.3921900858754284,A047119,Paid_UnReconciled,Finance,2013,Nov,0
1.1487731729731845,E268089,Paid_UnReconciled,Purchasing,2014,Mar,0
54.72179526894375,E482228,Paid_Reconciled,Finance,2019,Sep,0
6.067930247888879,C506159,Paid_Reconciled,Finance,2018,Apr,0
5.687915323556846,E028040,Paid_UnReconciled,Marketing,2017,Aug,0
0.7171744002937865,C384458,Paid_UnReconciled,:,2013,Jun,0
2.516805026167579,E895361,Paid_Reconciled,Purchasing,2015,Oct,0
0.6428075524906172,E670912,Paid_Reconciled,Finance,2016,May,0
13.12884372455527,C002072,Paid_UnReconciled,Marketing,2019,Apr,0
12.508899164841043,C638861,Paid_Reconciled,Production,2011,Aug,0
0.25391494205219545,C418423,Paid_Reconciled,Marketing,2014,Sep,0
3.7349678928541854,E169151,Paid_UnReconciled,Marketing,2014,May,1
0.1012144199524154,E353919,Paid_Reconciled,Purchasing,2018,Jun,0
4.422916500847009,C084962,Paid_Reconciled,Finance,2019,Aug,0
15.67172370789038,E281290,Paid_Reconciled,Finance,2014,Aug,0
39.75966372705716,E092872,Paid_Reconciled,Marketing,2013,Sep,0
0.12512939893139385,C775826,Paid_Reconciled,Marketing,2015,Oct,0
7.6251668533646075,C317602,Paid_Reconciled,Finance,2014,Feb,0
0.3915454724194226,A925063,Paid_Reconciled,Purchasing,2018,Apr,0
0.2416487361476542,E580574,Paid_Reconciled,R&D,2014,Jan,0
7.799602730939668,C434414,Paid_Reconciled,Finance,2019,Jun,0
27.720767138289638,E388617,Paid_UnReconciled,Marketing,2017,Jan,0
157.809362680277,C376264,Paid_Reconciled,Purchasing,2014,May,1
3.9114208239840864,C332105,Paid_Reconciled,Marketing,2016,Sep,0
33.77922749668318,C548888,Paid_Reconciled,Finance,2019,May,0
27.367884404307937,C628311,Paid_Reconciled,Marketing,2011,Mar,0
39.8183412090268,E861516,Paid_Reconciled,Marketing,2010,Apr,0
299.22535538126465,A138329,Paid_Reconciled,R&D,2015,Apr,1
3.064066819310392,C368781,Paid_UnReconciled,Purchasing,2017,Aug,0
4.405580846762092,E305377,Paid_UnReconciled,R&D,2011,Jun,0
3.0343279763329747,E752123,Paid_Reconciled,Finance,2012,Mar,0
27.016961820559327,E182116,Paid_Reconciled,Finance,2018,Sep,0
25.07834956290902,E076301,Paid_UnReconciled,Purchasing,2017,Apr,0
10.897893745401309,E231323,Paid_Reconciled,Finance,2010,Jun,0
7.591740841958305,C915116,Paid_UnReconciled,Finance,2015,Sep,0
0.9666612610043546,C317703,Paid_UnReconciled,R&D,2012,Sep,0
2.8004648172726387,E413655,Paid_Reconciled,Finance,2017,:,0
10.504311713393104,A213616,Paid_UnReconciled,R&D,2010,Jun,0
6.962834592192295,C642688,Paid_UnReconciled,Finance,2015,Jan,0
104.07619258242143,C296709,Paid_Reconciled,Purchasing,2015,Mar,1
4.522398252879044,C304395,Paid_Reconciled,Finance,2017,Feb,0
0.9058778476412986,C897482,Paid_Reconciled,R&D,2016,Jan,0
1.3840745104177752,C476648,Paid_Reconciled,Finance,2013,Dec,0
27.30741445473756,C060610,Paid_Reconciled,Finance,2013,Apr,0
56.22618350891089,C283762,Paid_Reconciled,Marketing,2014,Sep,0
272.6885054323367,E709693,Paid_Reconciled,Finance,2019,Dec,1
32.799052018436576,E367075,Paid_UnReconciled,Finance,2017,Sep,0
166.54854277640771,C307644,Paid_Reconciled,R&D,2012,Apr,1
0.1142111720981912,C124830,Paid_UnReconciled,Finance,2014,Jan,0
0.14148012755660885,E145251,Paid_UnReconciled,Finance,2019,Jul,0
18.892899113381286,E961675,Paid_Reconciled,Marketing,2016,Jan,0
1.2235550379413473,E378265,Paid_Reconciled,Marketing,2015,Oct,0
1.6441377343275057,C685411,Paid_Reconciled,Finance,2012,Aug,0
51.805900700790204,C624486,Paid_Reconciled,Marketing,2010,Mar,0
0.06881342153197707,C898681,Paid_Reconciled,R&D,2012,Nov,0
1.1635954601378666,A367861,Paid_Reconciled,Finance,2012,Sep,0
0.5292752184304884,C593610,:,Marketing,2010,Aug,0
2.9663969552200156,A098320,Paid_UnReconciled,Finance,2014,Apr,0
1.3940217514314854,A717279,Paid_UnReconciled,Marketing,2017,Apr,0
13.96915985461706,E463345,Paid_UnReconciled,R&D,2010,Apr,0
84.2860853900808,C796983,Paid_Reconciled,Finance,2010,Apr,1
1.119967982455863,C783809,Paid_Reconciled,Finance,2015,Apr,0
0.3871409822681965,C945481,Paid_Reconciled,Finance,2014,:,0
0.988664087536822,C873949,Paid_UnReconciled,Marketing,2010,Jun,0
0.8639543250294791,C400759,Paid_Reconciled,R&D,2014,Jan,0
4.8923876995875695,C980103,Paid_Reconciled,Finance,2011,May,0
11.828945915936348,C578987,Paid_UnReconciled,Finance,2010,Sep,0
5.837698403547355,C885468,Paid_Reconciled,Purchasing,2010,Jan,0
26.074613410151674,E986256,Paid_Reconciled,Marketing,2016,Jun,0
0.5225649707843134,E509515,Paid_Reconciled,Marketing,2019,Aug,0
13.623923871806058,A964456,Paid_UnReconciled,Purchasing,2011,Jan,0
22.114755290969587,C957261,Paid_Reconciled,Finance,2018,Sep,0
0.3107305108733129,E052789,Paid_UnReconciled,R&D,2012,Jan,0
2.2520404614612364,E488355,Paid_UnReconciled,Finance,2018,May,0
5.1986225471999905,C786973,Paid_UnReconciled,Purchasing,2015,Feb,0
61.31589040941091,C842480,Paid_UnReconciled,Purchasing,2017,Sep,1
2.6906518912286126,C767168,Paid_UnReconciled,Marketing,2012,Jan,1
2.2068900245025147,E224647,Paid_Reconciled,Purchasing,2015,Aug,0
1.7646622793283184,E388490,Paid_Reconciled,Purchasing,2019,Apr,0
68.52823608336661,C672782,Paid_UnReconciled,Marketing,2013,Apr,1
0.9382017541157504,C511875,Paid_Reconciled,Purchasing,2011,Jan,0
11.124051715526257,E501918,Paid_Reconciled,Finance,2014,Sep,0
39.10861884032259,C069133,Paid_Reconciled,Finance,2011,Sep,0
0.17947440939886006,A319583,Paid_Reconciled,Finance,2018,Jan,0
1.1343283039411582,E484153,Paid_UnReconciled,Finance,2018,Sep,0
0.6634913661368119,C490432,Paid_Reconciled,Marketing,2014,Apr,0
1.7141503408466057,E216488,Paid_Reconciled,Purchasing,2019,Apr,0
26.419779286321315,C911776,Paid_Reconciled,Finance,2015,May,0
1.090119439625465,C161527,Paid_Reconciled,Production,2014,Mar,0
1.209990756935773,C937976,Paid_Reconciled,Finance,2010,Oct,0
9.815911607119318,E318542,Paid_Reconciled,Finance,2015,Dec,0
1.294225150972553,C490900,Paid_UnReconciled,Marketing,2012,Sep,0
28.444574754822234,E581188,Paid_UnReconciled,Finance,2017,Aug,0
3.4340781624505894,A559962,Paid_Reconciled,Finance,2017,Jun,0
10.130185195481921,A278557,Paid_Reconciled,R&D,2012,Aug,0
181.26917364875595,E662927,Paid_Reconciled,Purchasing,2015,Apr,1
182.47622324785536,E040043,Paid_UnReconciled,Finance,2014,May,1
15.110459332966473,A439001,Paid_UnReconciled,Marketing,2010,Jan,0
101.97169727312713,C470083,Paid_Reconciled,Finance,2014,May,1
0.5398693045881767,A898813,Paid_UnReconciled,Finance,2015,Mar,0
1.9870092203040963,C655145,Paid_Reconciled,Finance,2013,Apr,0
2.4435491092976176,E408081,Paid_UnReconciled,Finance,2012,Apr,1
0.46093955595907116,E991209,Paid_Reconciled,Finance,2012,Sep,0
0.09160848403019994,E966165,Paid_UnReconciled,Finance,2019,Apr,0
15.174129377858216,E372154,Paid_UnReconciled,Purchasing,2015,Jul,0
0.8448670143028776,C075977,Paid_UnReconciled,R&D,2014,Sep,0
14.846787890093845,C364519,Paid_UnReconciled,R&D,2016,Nov,1
7.18967922138587,E779665,Paid_UnReconciled,Finance,2010,Apr,1
4.973959684672596,C578309,Paid_UnReconciled,Finance,:,Jan,0
1.3356567672550932,C477575,Paid_Reconciled,Finance,2010,Aug,0
2.944503216068381,:,Paid_UnReconciled,Production,2016,Apr,0
1.7520881755241584,C945652,Paid_Reconciled,R&D,2013,May,0
19.91525288594716,C453287,Paid_Reconciled,Purchasing,2014,Apr,0
0.9286138528201593,C590556,Paid_Reconciled,Production,2018,Sep,0
6.039300662631181,E869510,Paid_Reconciled,Finance,2019,Nov,0
306.6842027411781,E045961,Paid_UnReconciled,R&D,2018,Apr,1
127.80241273625668,C274784,Paid_Reconciled,Finance,2014,Sep,1
23.906999003094015,C750070,Paid_Reconciled,Purchasing,2012,Aug,0
1.7407725606542643,C529555,:,Purchasing,2019,Aug,0
9.6276174144507,C632183,Paid_Reconciled,Finance,2017,Jun,0
0.1547884270834275,C527920,Paid_Reconciled,Finance,2013,Aug,0
22.129411560593585,E547382,Paid_Reconciled,Finance,2019,Nov,0
14.34030724588994,C196104,Paid_UnReconciled,Finance,2019,Aug,0
90.84098412087786,C787863,Paid_Reconciled,Marketing,2016,Apr,1
30.18086221707696,C617737,Paid_UnReconciled,Finance,2014,Aug,0
0.3095183747850406,E997857,Paid_Reconciled,Finance,2016,Apr,0
0.4658903584007785,E558393,Paid_UnReconciled,Finance,2013,Jul,0
5.4513284926684245,A414289,Paid_Reconciled,Marketing,2010,Jan,0
0.8015279046078003,C576011,Paid_Reconciled,Finance,2017,Jan,0
15.976730520363917,E639543,Paid_Reconciled,Finance,2017,Sep,0
0.2454702332907961,C571072,Paid_Reconciled,Finance,2017,Apr,0
0.30729979928755485,C573153,Paid_Reconciled,Finance,2018,Jan,0
0.8674750155635375,E680353,Paid_Reconciled,Marketing,2015,Apr,0
0.7188683149593751,E240786,Paid_Reconciled,Production,2018,Sep,0
32.174587635686805,C693284,Paid_Reconciled,R&D,2010,Apr,0
0.6845020050548325,A286705,Paid_Reconciled,Finance,2015,Apr,0
4.1793359567393225,E820372,Paid_UnReconciled,Purchasing,2013,Apr,0
21.694714500921705,C202868,Paid_UnReconciled,Marketing,2011,Sep,0
4.646555097768736,A939816,Paid_Reconciled,Purchasing,2019,Feb,0
2.4841659674295316,E217731,Paid_Reconciled,R&D,2015,May,0
1.6041795727384989,C528992,Paid_Reconciled,Purchasing,2015,Jun,0
1.1021422562143088,C136628,Paid_UnReconciled,Finance,2012,Sep,0
0.7951469760700713,C702344,Paid_Reconciled,Finance,2010,Nov,0
0.17485520687360864,A716747,Paid_Reconciled,Marketing,2013,Mar,0
0.8110616429133488,E785328,Paid_Reconciled,Purchasing,2018,Jun,0
0.0293077752242747,C901948,Paid_UnReconciled,R&D,2010,Oct,1
1.0931503464385548,C748780,Paid_Reconciled,Finance,2017,Jun,0
9.148606666445009,C228904,Paid_UnReconciled,Marketing,2019,Sep,0
0.42818437038276436,E305388,Paid_Reconciled,Marketing,2010,Aug,0
33.412078464525955,E877252,Paid_Reconciled,Purchasing,2019,Jan,0
29.492073414224315,C317840,Paid_Reconciled,R&D,2017,Mar,0
1.749366325979694,C989125,Paid_UnReconciled,Finance,2010,Apr,0
3.1519289839181006,C297615,Paid_Reconciled,:,2019,Mar,0
6.840436777262495,C508818,Paid_UnReconciled,Marketing,2012,Jan,0
8.752800474789538,E818031,Paid_Reconciled,Production,2018,Feb,0
0.3770818324136296,C489343,Paid_UnReconciled,Purchasing,2017,Sep,0
0.5160921906719902,E105016,Paid_Reconciled,Marketing,2010,Sep,0
26.82614159299652,C249103,Paid_Reconciled,Marketing,2015,Mar,0
0.5021853610395508,C819936,Paid_Reconciled,Finance,2010,May,0
5.321688712063559,E981565,Paid_Reconciled,Marketing,2011,Jun,0
6.606536864677794,C684060,Paid_Reconciled,R&D,2019,Jan,0
57.07144329055584,E904155,Paid_UnReconciled,Purchasing,2018,Apr,0
31.586040029659515,C878536,Paid_Reconciled,Finance,2013,Nov,0
0.34844319333689583,:,Paid_Reconciled,Marketing,2011,Jul,0
1.9948379379448324,C514253,Paid_UnReconciled,Purchasing,2012,Apr,0
28.156025693893113,C820637,Paid_Reconciled,Purchasing,2017,Sep,0
14.06036291641139,C812281,Paid_Reconciled,Finance,2014,Sep,0
6.574197520673428,E515853,Paid_UnReconciled,Finance,2018,Jan,0
1.8590964601489393,E174575,Paid_Reconciled,R&D,2017,Jun,0
4.759416411512128,C884272,Paid_Reconciled,Production,2018,Sep,0
11.362715542409617,E031996,Paid_Reconciled,Marketing,2010,Apr,0
123.2353912047602,C947637,Paid_Reconciled,R&D,2018,Apr,1
31.011070613667002,C096896,Paid_Reconciled,Marketing,2015,Jun,0
1.5104389813637897,C559531,Paid_Reconciled,Finance,2017,Apr,0
1.637968669525527,C890703,Paid_UnReconciled,Finance,2015,Apr,0
2.769519883304228,E328181,Paid_Reconciled,Purchasing,2013,Oct,0
23.638908511739988,A138324,Paid_UnReconciled,Marketing,2011,Apr,0
2.861147091751191,:,Paid_UnReconciled,Marketing,2012,Apr,0
0.972459730946156,C419248,Paid_Reconciled,Marketing,2010,Apr,0
2.747329399214824,E287566,Paid_Reconciled,Finance,2016,May,0
0.3427698347651197,E496755,Paid_Reconciled,Finance,2013,Jan,0
1.6720446800344344,E601402,Paid_Reconciled,Purchasing,2010,Jul,0
0.4963663327242066,C895632,Paid_UnReconciled,Purchasing,2010,Mar,0
3.6719168820910433,A774171,Paid_Reconciled,Finance,2012,Oct,0
38.499893735595585,A886539,Paid_Reconciled,Finance,2010,Jan,0
20.761384982678805,C010409,Paid_Reconciled,Finance,2011,Aug,0
15.276520912409289,C697506,Paid_UnReconciled,R&D,2015,Jan,0
